#Energy [keV]	Effective area [cm²]
0.183		15.9	  0.2
0.277		13.8	  0.2
0.525		14.1	  0.2
0.930		13.6	  0.2
1.49		13.6	  0.3
1.78		13.9	  0.2
2.98		8.3	  0.1
4.51		9.0	  0.1
5.41		8.5	  0.1
6.4		6.9	  0.1
8.04		3.9	  0.1
